Name,Popularity,Faith,Hope,Love,Loving (ignore),Valence,pop_binary
Feels Good (Upbeat Song),38,0,0,0,0,0.307,1
Go Anywhere,38,0,0,0,0,0.18,1
Story Of The Cross,38,0,0,0,0,0.616,1
Create In Me,38,0,0,0,0,0.0725,1
Desert Soul,38,0,0,0,0,0.641,1
Call Me,38,0,0,0,0,0.114,1
Home,38,0,0,0,0,0.306,1
Oh How We Love You (Live) [feat. Will Reagan],38,0,0,1,0,0.335,1
Here and Now (feat. Will Reagan),38,0,0,0,0,0.12,1
You're All Around Me (Spontaneous) [Live] (feat. Andrea Marie),38,0,0,0,0,0.268,1
We Have Come (Live),38,0,0,0,0,0.1,1
"Bless the Lord (""We Have Come"" Continued) [Live]",38,0,0,0,0,0.291,1
Incense - Live,38,0,0,0,0,0.227,1
High Enough,38,0,0,0,0,0.168,1
God Is On The Throne - Live,38,0,0,0,0,0.0827,1
Heaven On Earth - Radio Single,38,0,0,0,0,0.156,1
We Speak Life - Live In Melbourne,38,0,0,0,0,0.203,1
All About You,38,0,0,0,0,0.108,1
El Himno,38,0,0,0,0,0.128,1
Captain - Live,38,0,0,0,0,0.287,1
Hosanna - Live,38,0,0,0,0,0.52,1
All I Need Is You - Live,38,0,0,0,0,0.141,1
If...,38,0,0,0,0,0.62,1
Tell Me the Truth,38,0,0,0,0,0.0817,1
Paradigm (Interlude),38,0,0,0,0,0.193,1
Hundred Miles - Live,38,0,0,0,0,0.262,1
Yet Will I Praise You - Live,38,0,0,0,0,0.105,1
This We Know - Studio,38,0,0,0,0,0.117,1
Always - Live,38,0,0,0,0,0.151,1
Awakening - Live,38,0,0,0,0,0.0794,1
Hindsight - Live,38,0,0,0,0,0.529,1
Every Little Thing - Live,38,0,0,0,0,0.349,1
Heart of God (feat. Chris Tomlin) - Live,38,0,0,0,0,0.291,1
Where You Are - Live,38,0,0,0,0,0.134,1
Passion (Live),38,0,0,0,0,0.169,1
End Of Days - Live,38,0,0,0,0,0.405,1
Wake - Studio Version,38,0,0,0,0,0.322,1
Overflow (Live),38,0,0,0,0,0.552,1
Christ Be All Around Me,38,0,0,0,0,0.61,1
Something Always Changes (Spontaneous),38,0,0,0,0,0.384,1
The Fatherês Song,38,0,0,0,0,0.0943,1
Remember And Proclaim,38,0,0,0,0,0.235,1
All Things Together,38,0,0,0,0,0.258,1
The Dark Before The Dawn,38,0,0,0,0,0.334,1
Isn't It Love - 2014 Version,38,0,0,1,0,0.398,1
God Of This City - Live,38,0,0,0,0,0.092,1
Awesome God,38,0,0,0,0,0.251,1
Unfailing Love (Kelly's Song),38,0,0,1,0,0.767,1
Home,38,0,0,0,0,0.366,1
Indestructible Soul,38,0,0,0,0,0.307,1
M_s Grande de lo que Imagino,38,0,0,0,0,0.0942,1
Contempla a Dios,38,0,0,0,0,0.287,1
Burning With Your Love - Live,38,0,0,1,0,0.189,1
The Sending - Live,38,0,0,0,0,0.563,1
Pretty Beautiful,38,0,0,0,0,0.298,1
My Best Days Are Ahead Of Me,38,0,0,0,0,0.277,1
I See the Light (Spontaneous) [Live],38,0,0,0,0,0.259,1
You Have Won Me,38,0,0,0,0,0.491,1
This Is What You Do,38,0,0,0,0,0.425,1
We Have Come (Live),38,0,0,0,0,0.464,1
"Bless the Lord (""We Have Come"" Continued) [Live]",38,0,0,0,0,0.679,1
Here As In Heaven,38,0,0,0,0,0.219,1
Breathe On Us - Live,38,0,0,0,0,0.283,1
What Love Is This,38,0,0,1,0,0.0883,1
Open Up the Heavens,38,0,0,0,0,0.139,1
Found in You,38,0,0,0,0,0.318,1
Shout It Out,38,0,0,0,0,0.138,1
I'm Going Free (Jailbreak),38,0,0,0,0,0.2,1
Wish You the Best,37,0,0,0,0,0.269,1
Freedom,37,0,0,0,0,0.168,1
Timepiece,37,0,0,0,0,0.362,1
Believe,37,0,0,0,0,0.385,1
Lost My Way,37,0,0,0,0,0.0736,1
Now & Forever - Live,37,0,0,0,0,0.202,1
May God Be Everywhere I Go - Live,37,0,0,0,0,0.167,1
You Are Mine - Live,37,0,0,0,0,0.36,1
While I'm Waiting (feat. Chandler Moore) [Live],37,0,0,0,0,0.115,1
You Waited (Extended Version) [Live],37,0,0,0,0,0.425,1
Thank You For Being God,37,0,0,0,0,0.105,1
The Lord Is My Salvation - Live,37,0,0,0,0,0.353,1
"Holy, Holy, Holy Lord God Almighty - Live",37,0,0,0,0,0.17,1
"Christ Is Risen, He Is Risen Indeed",37,0,0,0,0,0.352,1
There Is A Higher Throne,37,0,0,0,0,0.103,1
11:00 Everything Beautiful,37,0,0,0,0,0.0984,1
13:00 Walk in the Park,37,0,0,0,0,0.0475,1
A Long Way,37,0,0,0,0,0.362,1
Help Is On The Way,37,0,0,0,0,0.283,1
You Found Me,37,0,0,0,0,0.498,1
Mighty To Save,37,0,0,0,0,0.167,1
All Hail King Jesus,37,0,0,0,0,0.25,1
How Great Is Your Love,37,0,0,1,0,0.5,1
What a Beautiful Name,37,0,0,0,0,0.317,1
Praise the King,37,0,0,0,0,0.236,1
Jesus Is Your Name (Live),37,0,0,0,0,0.079,1
Dominion,37,0,0,0,0,0.185,1
Higher + Wider + Deeper,37,0,0,0,0,0.383,1
Art Of Letting You Go,37,0,0,0,0,0.233,1
Afraid,37,0,0,0,0,0.427,1
Fighting For You,37,0,0,0,0,0.394,1
The Struggle,37,0,0,0,0,0.259,1
Lamb of God,37,0,0,0,0,0.337,1
Jesus Paid It All,37,0,0,0,0,0.153,1
In The Hands Of God,37,0,0,0,0,0.257,1
Garden (Live),37,0,0,0,0,0.393,1
Emptiness,37,0,0,0,0,0.456,1
Waste It All (Live) [feat. Chris MC Clarney],37,0,0,0,0,0.133,1
Help Me Find My Own Flame (Live),37,0,0,0,0,0.144,1
Set a Fire (Live),37,0,0,0,0,0.191,1
Blessings - Live,37,0,0,0,0,0.754,1
So Much Better - Live,37,0,0,0,0,0.2,1
Great Is the Lord,37,0,0,0,0,0.519,1
Seek First,37,0,0,0,0,0.375,1
Abide,37,0,0,0,0,0.199,1
See Your Face,37,0,0,0,0,0.105,1
"In This Ocean, Pt. I",37,0,0,0,0,0.353,1
Felix Culpa,37,0,0,0,0,0.219,1
In The Sweet By And By,37,0,0,0,0,0.332,1
"Wonderful, Merciful Saviour",37,0,0,0,0,0.483,1
Great Is Thy Faithfulness,37,1,0,0,0,0.204,1
Every Time I Breathe,37,0,0,0,0,0.115,1
Nothing but You (feat. Davies),37,0,0,0,0,0.17,1
Love Again,37,0,0,1,0,0.361,1
Immanuel's Land,37,0,0,0,0,0.352,1
I Shall Not Want,37,0,0,0,0,0.504,1
All Hail King Jesus,37,0,0,0,0,0.108,1
How Great Is Your Love,37,0,0,1,0,0.611,1
My Jesus I Love Thee,37,0,0,1,0,0.368,1
"Praise to the Lord (Joyful, Joyful)",37,0,0,0,0,0.524,1
Crown Him with Many Crowns,37,0,0,0,0,0.301,1
My Worth Is Not In What I Own,37,0,0,0,0,0.38,1
There Is a Fountain (Full of Love),37,0,0,1,0,0.55,1
What a Beautiful Name,37,0,0,0,0,0.169,1
Psalm 98 (Live),37,0,0,0,0,0.236,1
Praise the King,37,0,0,0,0,0.079,1
Jericho Song,37,0,0,0,0,0.185,1
Hymn Of The Ages,37,0,0,0,0,0.383,1
True North,37,0,0,0,0,0.233,1
No Outsiders,37,0,0,0,0,0.187,1
Counting Every Blessing - Ukulele Session,37,0,0,0,0,0.358,1
Christ Lives In Me,37,0,0,0,0,0.227,1
Never Walk Alone,37,0,0,0,0,0.154,1
Praise Like Fireworks,37,0,0,0,0,0.297,1
Alabaster,37,0,0,0,0,0.28,1
Garden (Live),37,0,0,0,0,0.359,1
Emptiness,37,0,0,0,0,0.346,1
Waste It All (Live) [feat. Chris MC Clarney],37,0,0,0,0,0.206,1
Help Me Find My Own Flame (Live),37,0,0,0,0,0.586,1
Set a Fire (Live),37,0,0,0,0,0.102,1
Heaven Fall - Live,37,0,0,0,0,0.0719,1
Smoke And Mirrors - Live,37,0,0,0,0,0.244,1
Mountaintops - Live,37,0,0,0,0,0.214,1
Hunger And Thirst - Live,37,0,0,0,0,0.197,1
Dios De Promesas (God of the Promise) (feat. Evan Craft),37,0,0,0,0,0.344,1
Great Things (Worth It All),37,0,0,0,0,0.147,1
Three Birds in Babylon,37,0,0,0,0,0.159,1
Shadows of the Dawn,37,0,0,0,0,0.339,1
God Is On The Throne,37,0,0,0,0,0.193,1
Let Praise Awaken - Live,37,0,0,0,0,0.291,1
Rule - Live,37,0,0,0,0,0.26,1
Empires,37,0,0,0,0,0.143,1
Heartbeats,37,0,0,0,0,0.166,1
Tapestry,37,0,0,0,0,0.434,1
The Stand,37,0,0,0,0,0.128,1
From The Inside Out,37,0,0,0,0,0.259,1
Messiah,37,0,0,0,0,0.0817,1
Anchor,37,0,0,0,0,0.684,1
Forever Amen (Interlude),37,0,0,0,0,0.123,1
Open Over Us,37,0,0,0,0,0.116,1
Heaven - Live,37,0,0,0,0,0.111,1
My Victory,37,0,0,0,0,0.384,1
White Flag - Live,37,0,0,0,0,0.0668,1
God Of This City - Live,37,0,0,0,0,0.44,1
First Love - Reimagined,37,0,0,1,0,0.0411,1
Highs & Lows - Live,37,0,0,0,0,0.317,1
In Your Eyes - Live,37,0,0,0,0,0.069,1
Passion - Live,37,0,0,0,0,0.105,1
Where You Are - Radio Version,37,0,0,0,0,0.325,1
Never Alone (Live),37,0,0,0,0,0.176,1
Lifeline (Live),37,0,0,0,0,0.45,1
Fill This Place (Live),37,0,0,0,0,0.373,1
What A Savior,37,0,0,0,0,0.201,1
You Hold It All Together,37,0,0,0,0,0.786,1
All My Delight,37,0,0,0,0,0.269,1
The Vow,37,0,0,0,0,0.204,1
Resurrection Blood,37,0,0,0,0,0.219,1
The Joy of Surrender + the Stand,37,0,0,0,0,0.464,1
Beauty for Ashes + You're Good,37,0,0,0,0,0.0872,1
Maybe Next Year,37,0,0,0,0,0.176,1
Is He Worthy? - Live,37,0,0,0,0,0.119,1
Majesty Of Heaven,37,0,0,0,0,0.34,1
Faithful,37,1,0,0,0,0.104,1
Cry In My Heart,37,0,0,0,0,0.153,1
What A Mystery,37,0,0,0,0,0.179,1
Looking Up,37,0,0,0,0,0.175,1
Washed by the Blood,37,0,0,0,0,0.0536,1
Wilderness,37,0,0,0,0,0.215,1
Reckless,37,0,0,0,0,0.0799,1
"Jesus, There's No One Like You - Live",37,0,0,0,0,0.0869,1
Hark! The Herald Angels Sing,37,0,0,0,0,0.583,1
La salvaci‹n del Se_or,37,0,0,0,0,0.155,1
Above It All - Live,37,0,0,0,0,0.383,1
Gold (Spontaneous) - Live,37,0,0,0,0,0.233,1
Highest Price - Live,37,0,0,0,0,0.0974,1
Lead the Way - Live,37,0,0,0,0,0.151,1
Adorar Sin Cesar (Live),37,0,0,0,0,0.172,1
Joy of the Lord (Live) [Spontaneous],37,0,0,0,0,0.134,1
Forever,37,0,0,0,0,0.344,1
Chasing You,37,0,0,0,0,0.217,1
Everything to You (Spontaneous),37,0,0,0,0,0.341,1
My Dear,37,0,0,0,0,0.598,1
Regret,37,0,0,0,0,0.183,1
Help Me Find My Own Flame (Live),37,0,0,0,0,0.333,1
Set a Fire (Live),37,0,0,0,0,0.209,1
Forever - Revisited,37,0,0,0,0,0.256,1
Pure Exaltation,37,0,0,0,0,0.0619,1
Set My Heart - Live,37,0,0,0,0,0.128,1
Frontiers (Live),37,0,0,0,0,0.58,1
Beautiful Surrender,37,0,0,0,0,0.187,1
Blue Strips,37,0,0,0,0,0.269,1
Can't Block It,36,0,0,0,0,0.184,1
Fly Away,36,0,0,0,0,0.327,1
Fear,36,0,0,0,0,0.331,1
Dirty Water,36,0,0,0,0,0.119,1
Better Than Life - Acoustic,36,0,0,0,0,0.566,1
The Ascension,36,0,0,0,0,0.541,1
Close to Me,36,0,0,0,0,0.0393,1
You Carry Me,36,0,0,0,0,0.367,1
You Got Up,36,0,0,0,0,0.0643,1
The Hill,36,0,0,0,0,0.357,1
Soul Will Sing,36,0,0,0,0,0.0709,1
Lord From Sorrows Deep I Call (Psalm 42) - Live,36,0,0,0,0,0.271,1
"God, The Uncreated One (King Forevermore) - Live",36,0,0,0,0,0.267,1
Facing A Task Unfinished,36,0,0,0,0,0.193,1
Living Waters,36,0,0,0,0,0.453,1
"See, What A Morning",36,0,0,0,0,0.256,1
08:00 a Good Day,36,0,0,0,0,0.122,1
14:00 Shinjuku,36,0,0,0,0,0.326,1
15:00 Guiding Light,36,0,0,0,0,0.729,1
16:00 Need You,36,0,0,0,0,0.532,1
19:00 Listen,36,0,0,0,0,0.382,1
Your Word - Live,36,0,0,0,0,0.312,1
I Will Boast In Christ - Live,36,0,0,0,0,0.795,1
I Will Boast In Christ - Acoustic,36,0,0,0,0,0.671,1
What A Saviour - Live,36,0,0,0,0,0.254,1
This Is Living - Live,36,0,0,0,0,0.202,1
Faithfulness,36,1,0,0,0,0.227,1
Never Forsaken,36,0,0,0,0,0.302,1
Invocation,36,0,0,0,0,0.196,1
The Arrow,36,0,0,0,0,0.38,1
Home At Last,36,0,0,0,0,0.135,1
Jacaranda Tree,36,0,0,0,0,0.15,1
Desert Father,36,0,0,0,0,0.273,1
Human Condition,36,0,0,0,0,0.137,1
Open The Clouds,36,0,0,0,0,0.343,1
Hungry,36,0,0,0,0,0.43,1
All I Have Is Christ,36,0,0,0,0,0.755,1
Jesus You Alone,36,0,0,0,0,0.0786,1
Life Defined,36,0,0,0,0,0.25,1
Who You Say I Am,36,0,0,0,0,0.161,1
Lion and the Lamb,36,0,0,0,0,0.654,1
O Come to the Altar,36,0,0,0,0,0.955,1
Be Enthroned,36,0,0,0,0,0.163,1
Glorify Thy Name,36,0,0,0,0,0.298,1
Open the Eyes of My Heart,36,0,0,0,0,0.185,1
City Dove,36,0,0,0,0,0.32,1
Falling Slow,36,0,0,0,0,0.103,1
Anyway,36,0,0,0,0,0.208,1
"I Need You, I Love You, I Want You",36,0,0,1,0,0.33,1
When I'm Married,36,0,0,0,0,0.174,1
The Cross Has the Final Word,36,0,0,0,0,0.187,1
Fishers Of Men,36,0,0,0,0,0.553,1
Save Your Life,36,0,0,0,0,0.415,1
Divinely Beautiful (Live),36,0,0,0,0,0.34,1
Rest,36,0,0,0,0,0.31,1
Give Me a Song,36,0,0,0,0,0.142,1
Your Love Is Better,36,0,0,1,0,0.415,1
Yeshua (Live),36,0,0,0,0,0.848,1
Life Is a Gift,36,0,0,0,0,0.923,1
Rise,36,0,0,0,0,0.381,1
One Thing,36,0,0,0,0,0.679,1
No Other Name,36,0,0,0,0,0.191,1
About to Break,36,0,0,0,0,0.202,1
Seek Your Kingdom,36,0,0,0,0,0.227,1
Leaning On The Everlasting Arms,36,0,0,0,0,0.141,1
I Surrender All,36,0,0,0,0,0.336,1
Let It Be Jesus - Live,36,0,0,0,0,0.302,1
What Life Would Be Like,36,0,0,0,0,0.196,1
Trust And Obey,36,0,0,0,0,0.38,1
All My Love,36,0,0,1,0,0.135,1
Supernatural,36,0,0,0,0,0.15,1
California,36,0,0,0,0,0.326,1
Ubi Caritas,36,0,0,0,0,0.392,1
All I Have Is Christ,36,0,0,0,0,0.163,1
Jesus You Alone,36,0,0,0,0,0.298,1
Oh Lord Almighty,36,0,0,0,0,0.185,1
Come Behold the Wondrous Mystery,36,0,0,0,0,0.32,1
Life Defined,36,0,0,0,0,0.103,1
Who You Say I Am,36,0,0,0,0,0.102,1
Lion and the Lamb,36,0,0,0,0,0.196,1
O Come to the Altar,36,0,0,0,0,0.165,1
Be Enthroned,36,0,0,0,0,0.173,1
Your Royal Blood,36,0,0,0,0,0.11,1
Coming Home,36,0,0,0,0,0.275,1
Divinely Beautiful (Live),36,0,0,0,0,0.387,1
Rest,36,0,0,0,0,0.194,1
Give Me a Song,36,0,0,0,0,0.26,1
Your Love Is Better,36,0,0,1,0,0.159,1
Yeshua (Live),36,0,0,0,0,0.194,1
At Your Whisper - Live,36,0,0,0,0,0.295,1
Break Every Chain - Live,36,0,0,0,0,0.615,1
Testimony - Live,36,0,0,0,0,0.238,1
Greater Than All - Live,36,0,0,0,0,0.32,1
Beautiful Story - Live,36,0,0,0,0,0.848,1
Raised to Life,36,0,0,0,0,0.724,1
What Child Is This,36,0,0,0,0,0.116,1
"At Last, the King",36,0,0,0,0,0.428,1
I Remember - Live,36,0,0,0,0,0.176,1
Overwhelmed - Live,36,0,0,0,0,0.094,1
I Lift Your Name Up - 80's Remix,36,0,0,0,0,0.0368,1
There Is No One Like You - Live In Asia,36,0,0,0,0,0.174,1
Volver a Vivir,36,0,0,0,0,0.241,1
Here's My Life - Live In Melbourne,36,0,0,0,0,0.176,1
Leave Me Astounded - Live,36,0,0,0,0,0.105,1
Que la Alabanza Despierte,36,0,0,0,0,0.226,1
Levantando las Manos,36,0,0,0,0,0.142,1
Street Called Mercy,36,0,0,0,0,0.154,1
Relentless - Live/Acoustic Version,36,0,0,0,0,0.136,1
Scandal Of Grace - Live/Acoustic Version,36,0,0,0,0,0.523,1
King Of Heaven,36,0,0,0,0,0.131,1
Zion (Interlude),36,0,0,0,0,0.232,1
Break Free,36,0,0,0,0,0.138,1
Almighty God - Live,36,0,0,0,0,0.406,1
Ghost - Live,36,0,0,0,0,0.0396,1
Ever Almighty - Live,36,0,0,0,0,0.129,1
Let It Be Jesus - Live,36,0,0,0,0,0.36,1
"Jesus, Only Jesus - Live",36,0,0,0,0,0.385,1
Whom Shall I Fear (God Of Angel Armies) - Live,36,0,0,0,0,0.0558,1
A Mighty Fortress - Live,36,0,0,0,0,0.212,1
Good Grace - Reimagined,36,0,0,0,0,0.108,1
Heart Of God - Live,36,0,0,0,0,0.477,1
Days Gone By - Live,36,0,0,0,0,0.552,1
Push/Pull - Live,36,0,0,0,0,0.482,1
Love Won't Let Me Down - Live,36,0,0,1,0,0.4,1
SELAH III (Fruits of the Spirit),36,0,0,0,0,0.707,1
How Great Your Love Is - Live,36,0,0,1,0,0.402,1
Indescribable,36,0,0,0,0,0.309,1
Alive,36,0,0,0,0,0.352,1
Color,36,0,0,0,0,0.258,1
Did You Feel the Mountains Tremble,36,0,0,0,0,0.278,1
Adoration (Live),36,0,0,0,0,0.418,1
All Things New,36,0,0,0,0,0.305,1
Enough,36,0,0,0,0,0.239,1
Carry Me,36,0,0,0,0,0.376,1
I Stand Amazed (Live),36,0,0,0,0,0.594,1
The Me You Made,36,0,0,0,0,0.323,1
My Own Little World - Tentative Album Version/Album Fade/Digital Single,36,0,0,0,0,0.381,1
Yours Alone,36,0,0,0,0,0.159,1
Oh the Mighty Hand,36,0,0,0,0,0.357,1
There Is Mercy,36,0,0,0,0,0.399,1
Praise the Saviour,36,0,0,0,0,0.203,1
Storm,36,0,0,0,0,0.238,1
Mighty To Save,36,0,0,0,0,0.204,1
Let It Fade,36,0,0,0,0,0.185,1
How Vast the Love - Live,36,0,0,1,0,0.32,1
He Is Our God - Live,36,0,0,0,0,0.103,1
All Praise to Him - Live,36,0,0,0,0,0.0725,1
Come Praise and Glorify,36,0,0,0,0,0.303,1
Christ Be All Around Me (Live) [feat. All Sons & Daughters],36,0,0,0,0,0.248,1
Beautiful Lord,36,0,0,0,0,0.645,1
Carried to The Table,36,0,0,0,0,0.219,1
I Belong to You (Live),36,0,0,0,0,0.138,1
Freedom,36,0,0,0,0,0.146,1
Healer,36,0,0,0,0,0.144,1
Give Me a Song,36,0,0,0,0,0.212,1
Your Love Is Better,36,0,0,1,0,0.166,1
Yeshua (Live),36,0,0,0,0,0.176,1
Lover Of My Soul,36,0,0,1,0,0.209,1
Fall Afresh,36,0,0,0,0,0.464,1
Keeper Of My Heart - Live,36,0,0,0,0,0.193,1
A Mi Coraz‹n Tranquilizar_s,36,0,0,0,0,0.0846,1
My Beloved,36,0,0,1,0,0.265,1
Miracles,36,0,0,0,0,0.132,1
All Praise (Sing Praise),36,0,0,0,0,0.334,1
God of Abraham,36,0,0,0,0,0.0697,1
Hallelujah Amen (feat. Jon Guerra),36,0,0,0,0,0.58,1
Real Thing (feat. Sean Curran),36,0,0,0,0,0.672,1
Strength of My Life,36,0,0,0,0,0.251,1
Goodness,36,0,0,0,0,0.325,1
Do What You Want To,36,0,0,0,0,0.363,1
I See the Lord - Live,36,0,0,0,0,0.0718,1
Strong God,36,0,0,0,0,0.176,1
Yet,36,0,0,0,0,0.477,1
Switch,36,0,0,0,0,0.137,1
By Chance,36,0,0,0,0,0.495,1
Broken,36,0,0,0,0,0.237,1
God Is Enough,36,0,0,0,0,0.562,1
Prayin' For You,35,0,0,0,0,0.33,1
Starmaker (High Above the Earth) - Acoustic,35,0,0,0,0,0.432,1
The Secret Place,35,0,0,0,0,0.403,1
Catch You,35,0,0,0,0,0.292,1
Through Every Season,35,0,0,0,0,0.416,1
Explosion,35,0,0,0,0,0.503,1
Never Stop - Live,35,0,0,0,0,0.121,1
Glory & Wonder (Studio Version),35,0,0,0,0,0.202,1
The Breaker,35,0,0,0,0,0.319,1
Loved By You,35,0,0,1,0,0.117,1
See the Light (feat. Isaiah Templeton and Geoffrey Golden) [Live],35,0,0,0,0,0.195,1
Is He Worthy? - Live,35,0,0,0,0,0.47,1
May The Peoples Praise You,35,0,0,0,0,0.653,1
"O Church Arise (Arise, Shine)",35,0,0,0,0,0.18,1
All Hail The Power Of Jesus' Name - Live,35,0,0,0,0,0.281,1
My Heart Is Filled With Thankfulness,35,0,0,0,0,0.295,1
"Come, People Of The Risen King",35,0,0,0,0,0.435,1
"Jesus, Draw Me Ever Nearer",35,0,0,0,0,0.354,1
18:00 Golden Hour,35,0,0,0,0,0.192,1
22:00 Where Could I Go,35,0,0,0,0,0.406,1
23:00 Found,35,0,0,0,0,0.466,1
Here Now (Madness) - Live,35,0,0,0,0,0.687,1
Sleeper,35,0,0,0,0,0.259,1
Shall Not Walk Alone,35,0,0,0,0,0.441,1
"Faith, Hope, & Love",35,1,1,1,0,0.268,1
Consecration,35,0,0,0,0,0.287,1
Perfect Love,35,0,0,1,0,0.758,1
Follow,35,0,0,0,0,0.108,1
Evangeline,35,0,0,0,0,0.15,1
What Child Is This,35,0,0,0,0,0.411,1
The Resistance,35,0,0,0,0,0.448,1
Zion & Babylon,35,0,0,0,0,0.123,1
Never Would've Made It,35,0,0,0,0,0.2,1
Word of God Speak,35,0,0,0,0,0.2,1
Heaven's Here,35,0,0,0,0,0.354,1
The First Time,35,0,0,0,0,0.0753,1
Hosanna,35,0,0,0,0,0.239,1
This Life,35,0,0,0,0,0.0649,1
Only a Holy God,35,0,0,0,0,0.432,1
Blessed Assurance,35,0,0,0,0,0.521,1
Stand in Your Love,35,0,0,1,0,0.353,1
Yes I Will,35,0,0,0,0,0.491,1
Lean Back,35,0,0,0,0,0.758,1
Ever Be,35,0,0,0,0,0.371,1
Great I Am,35,0,0,0,0,0.132,1
Where I Belong,35,0,0,0,0,0.196,1
Commission My Soul,35,0,0,0,0,0.0477,1
8/28/97,35,0,0,0,0,0.084,1
3/2/91,35,0,0,0,0,0.439,1
Symphony,35,0,0,0,0,0.221,1
Crazy,35,0,0,0,0,0.284,1
Hallelujah For The Cross,35,0,0,0,0,0.13,1
One Shot - Born Again Album Version,35,0,0,0,0,0.17,1
When The Boys Light Up - Born Again Album Version,35,0,0,0,0,0.266,1
Miracles - Born Again Album Version,35,0,0,0,0,0.363,1
Never Going Back (Live),35,0,0,0,0,0.371,1
Beautiful,35,0,0,0,0,0.539,1
Love,35,0,0,1,0,0.263,1
Let The Light In - Live,35,0,0,0,0,0.511,1
Running - Live,35,0,0,0,0,0.0764,1
We Say Yes,35,0,0,0,0,0.23,1
Lifter,35,0,0,0,0,0.271,1
Jesus What a Savior (Reprise),35,0,0,0,0,0.075,1
You Are My Peace,35,0,0,0,0,0.572,1
Fill Me With the Fullness,35,0,0,0,0,0.207,1
When We All Get to Heaven,35,0,0,0,0,0.108,1
Enchanted,35,0,0,0,0,0.15,1
All Creatures,35,0,0,0,0,0.411,1
"Holy, Holy, Holy",35,0,0,0,0,0.448,1
Victory In Jesus,35,0,0,0,0,0.362,1
In The Garden,35,0,0,0,0,0.375,1
My Jesus I Love Thee,35,0,0,1,0,0.123,1
Before The Throne Of God Above,35,0,0,0,0,0.2,1
Be Still My Soul / What A Friend We Have In Jesus,35,0,0,0,0,0.2,1
Hold Me Jesus,35,0,0,0,0,0.316,1
Evergreen,35,0,0,0,0,0.308,1
Only a Holy God,35,0,0,0,0,0.46,1
Blessed Assurance,35,0,0,0,0,0.373,1
Stand in Your Love,35,0,0,1,0,0.193,1
Yes I Will,35,0,0,0,0,0.132,1
Living Waters (As the Deer),35,0,0,0,0,0.196,1
All Hail the Power of Jesus Name,35,0,0,0,0,0.0477,1
Lean Back,35,0,0,0,0,0.576,1
Ever Be,35,0,0,0,0,0.108,1
Great I Am,35,0,0,0,0,0.596,1
This I Believe,35,0,0,0,0,0.0666,1
I Will Be Undignified - Live In Belfast,35,0,0,0,0,0.433,1
All That I Am,35,0,0,0,0,0.151,1
The Cost,35,0,0,0,0,0.129,1
Second Chance,35,0,0,0,0,0.131,1
Never Going Back (Live),35,0,0,0,0,0.114,1
Beautiful,35,0,0,0,0,0.62,1
Love,35,0,0,1,0,0.465,1
Prize - Live,35,0,0,0,0,0.512,1
Seated On High - Live,35,0,0,0,0,0.184,1
Here In Your Love - Live,35,0,0,1,0,0.11,1
The Cross Has The Final Word - Live,35,0,0,0,0,0.0868,1
Forever,35,0,0,0,0,0.298,1
Can't Take My Eyes Off You - Live,35,0,0,0,0,0.156,1
Right Now - Live,35,0,0,0,0,0.233,1
Take Your Place - Live,35,0,0,0,0,0.0761,1
Anything Can Happen - Live,35,0,0,0,0,0.59,1
Move Out Of My Way - Live,35,0,0,0,0,0.276,1
Drawing Closer - Live In Kuala Lumpur,35,0,0,0,0,0.14,1
Se Trata De Ti,35,0,0,0,0,0.11,1
Leave Me Astounded - Studio,35,0,0,0,0,0.211,1
Go,35,0,0,0,0,0.342,1
Beautiful Eulogy,35,0,0,0,0,0.114,1
Buen Padre,35,0,0,0,0,0.49,1
Forgiven - Live,35,0,0,0,0,0.885,1
Lift Your Head Weary Sinner (Chains) - Live,35,0,0,0,0,0.113,1
"Jesus, Son Of God - Live",35,0,0,0,0,0.191,1
Just Jesus - Lark Remix,35,0,0,0,0,0.156,1
Every Little Thing - Acoustic,35,0,0,0,0,0.094,1
First Love - Live,35,0,0,1,0,0.18,1
SELAH I,35,0,0,0,0,0.92,1
In Your Eyes - Acoustic,35,0,0,0,0,0.15,1
This Is Living - Live,35,0,0,0,0,0.156,1
Face To Face (Live),35,0,0,0,0,0.113,1
Back to Life (Live),35,0,0,0,0,0.341,1
Back to Life (Studio),35,0,0,0,0,0.228,1
Lifeline - Live,35,0,0,0,0,0.289,1
Holy - Live,35,0,0,0,0,0.316,1
By the Cross - Live,35,0,0,0,0,0.248,1
I Just Really Love You - Live,35,0,0,1,0,0.643,1
Brokenness Aside - Live,35,0,0,0,0,0.808,1
What Freedom Feels Like,35,0,0,0,0,0.573,1
Rodeado,35,0,0,0,0,0.228,1
Celebrate the Lord (Spontaneous),35,0,0,0,0,0.425,1
You Satisfy + One Thing Remains,35,0,0,0,0,0.159,1
Behold The Lamb Of God,35,0,0,0,0,0.369,1
My One Safe Place,35,0,0,0,0,0.144,1
The Rain Keeps Falling,35,0,0,0,0,0.309,1
He Shall Reign Forevermore - Live,35,0,0,0,0,0.252,1
"Jesus, Son Of God",35,0,0,0,0,0.18,1
Pushing Back The Dark,35,0,0,0,0,0.324,1
I Know Who I Am (Studio),35,0,0,0,0,0.301,1
Without You,35,0,0,0,0,0.436,1
The Man Who Needed Grace,35,0,0,0,0,0.187,1
Broken Things - Acoustic,35,0,0,0,0,0.284,1
